1,4893,3
10,9240,3
1000,3415,3
10000,5265,3
10001,4577,3
10001,5815,3
10001,5997,3
10001,6911,3
10001,8271,3
10002,9720,3
10006,4489,3
10006,8195,3
10006,8740,3
10006,9533,3
10007,1044,3
10007,1062,3
10007,1345,3
10007,1661,3
10007,1671,3
10007,1688,3
10007,1708,3
10007,1740,3
10007,1819,3
10007,1834,3
10007,1920,3
10007,2179,3
10007,2418,3
10007,2663,3
10007,2848,3
10007,2914,3
10007,3294,3
10007,3329,3
10007,3567,3
10007,3822,3
10007,4178,3
10007,4710,3
10007,5079,3
10007,5178,3
10007,5461,3
10007,5468,3
10007,5842,3
10007,6416,3
10007,6872,3
10007,7815,3
10007,8678,3
10007,931,3
10008,1117,3
10008,1123,3
10008,1288,3
10008,1339,3
10008,1423,3
10008,1795,3
10008,1900,3
10008,2536,3
10008,2569,3
10008,2755,3
10008,3937,3
10008,4175,3
10008,4524,3
10008,5055,3
10008,5381,3
10008,5676,3
10008,5982,3
10008,609,3
10008,6123,3
10008,6188,3
10008,6318,3
10008,633,3
10008,865,3
10008,911,3
10008,9447,3
10008,9559,3
10009,9498,3
10009,9782,3
10010,7378,3
10011,2242,3
10011,7667,3
10011,9044,3
10011,9766,3
10012,1000,3
10012,1227,3
10012,1251,3
10012,1276,3
10012,1523,3
10012,2662,3
10012,2697,3
10012,2705,3
10012,2986,3
10012,3176,3
10012,3326,3
10012,3336,3
10012,3514,3
10012,3522,3
10012,3687,3
10012,5322,3
10012,5757,3
10012,6658,3
10012,667,3
10012,6861,3
10012,7725,3
10012,7797,3
10012,8197,3
10012,8507,3
10012,875,3
10012,880,3
10012,932,3
10012,981,3
10012,9976,3
10013,7840,3
10014,8244,3
10014,9382,3
10016,1824,3
10016,2152,3
10016,2402,3
10016,2919,3
10016,6546,3
10016,7002,3
10016,7366,3
10016,7520,3
10016,8277,3
10017,1669,3
10017,2270,3
10017,2424,3
10017,2747,3
10017,3630,3
10017,4576,3
10017,5327,3
10017,5350,3
10018,2145,3
10018,6191,3
10019,3903,3
10019,9079,3
10019,9220,3
10019,9241,3
1002,5905,3
1002,6274,3
1002,6336,3
1002,7214,3
1002,7961,3
1002,8132,3
1002,8185,3
1002,8491,3
1002,8591,3
1002,8750,3
10022,7993,3
10023,3111,3
10023,3207,3
10023,4827,3
10023,5084,3
10023,5429,3
10023,6650,3
10023,8409,3
10023,8568,3
10024,8529,3
10024,9452,3
10025,2241,3
10025,3178,3
10025,3207,3
10025,3625,3
10025,4049,3
10025,4120,3
10025,4181,3
10025,5055,3
10025,5100,3
10025,6123,3
10025,6264,3
10025,6318,3
10025,7012,3
10025,7644,3
10025,7904,3
10025,8062,3
10025,8512,3
10027,6719,3
10027,8082,3
10027,9192,3
10028,5613,3
10028,5732,3
10028,5874,3
10028,8845,3
10028,8911,3
10028,8988,3
10029,2218,3
10029,2228,3
10029,2514,3
10029,2676,3
10029,2931,3
10029,3254,3
10029,3541,3
10029,3594,3
10029,3883,3
10029,4961,3
10029,5538,3
10029,5808,3
10029,6386,3
10029,6924,3
10030,5759,3
10030,6387,3
10030,7315,3
10030,7387,3
10031,9171,3
10031,9875,3
10032,4946,3
10032,5264,3
10032,5611,3
10032,6203,3
10032,6459,3
10032,9201,3
10032,9656,3
10032,9817,3
10033,9914,3
10035,8389,3
10036,9098,3
10036,9515,3
10039,9889,3
1004,4953,3
1004,6487,3
1004,8737,3
10041,9304,3
10042,8222,3
10042,9429,3
10043,2003,3
10043,2307,3
10043,4009,3
10043,6273,3
10043,6980,3
10043,7429,3
10043,8916,3
10045,5547,3
10045,7533,3
10046,7665,3
10047,2614,3
10047,3378,3
10047,3927,3
10047,5576,3
10047,5609,3
10047,6504,3
10047,6811,3
10047,7600,3
10047,7834,3
10047,843,3
10047,8884,3
10048,1221,3
10048,1258,3
10048,1311,3
10048,234,3
10048,2555,3
10048,3180,3
10048,527,3
10048,5453,3
10048,558,3
10048,563,3
10048,624,3
10048,631,3
10048,652,3
10048,690,3
10048,724,3
10048,748,3
10048,777,3
10048,8417,3
10048,871,3
10048,9962,3
10048,999,3
10049,6401,3
1005,5346,3
1005,5723,3
1005,5929,3
1005,6934,3
1005,7283,3
1005,8658,3
1005,9744,3
1005,9974,3
10050,1004,3
10050,1523,3
10050,1917,3
10050,2077,3
10050,2122,3
10050,2567,3
10050,2866,3
10050,2932,3
10050,3244,3
10050,3648,3
10050,4343,3
10050,4683,3
10050,5434,3
10050,5981,3
10050,6427,3
10050,6721,3
10050,7934,3
10050,8206,3
10050,9259,3
10050,9599,3
10050,9805,3
10051,8212,3
10051,9177,3
10052,8480,3
10053,6599,3
10054,8107,3
10054,8194,3
10054,9334,3
10054,9498,3
10056,1335,3
10056,1437,3
10056,1540,3
10056,1541,3
10056,1583,3
10056,1713,3
10056,1791,3
10056,1913,3
10056,1971,3
10056,2038,3
10056,2392,3
10056,2589,3
10056,2850,3
10056,3160,3
10056,3271,3
10056,3593,3
10056,3656,3
10056,3702,3
10056,3919,3
10056,4076,3
10056,4288,3
10056,4390,3
10056,4416,3
10056,4497,3
10056,6067,3
10056,6313,3
10056,6979,3
10056,756,3
10056,7969,3
10056,8966,3
10056,9346,3
10057,4903,3
10057,6015,3
10057,6028,3
10058,2013,3
10058,2259,3
10058,2284,3
10058,2337,3
10058,2824,3
10058,3048,3
10058,3296,3
10058,3560,3
10058,3979,3
10058,4139,3
10058,4220,3
10058,4614,3
10058,4788,3
10058,4865,3
10058,4972,3
10058,4973,3
10058,6191,3
10058,6327,3
10058,6615,3
10058,7561,3
10058,8676,3
10059,4013,3
10059,6383,3
10059,7664,3
10059,8075,3
10060,1531,3
10060,3921,3
10060,5568,3
10060,5685,3
10060,6807,3
10060,8413,3
10060,8448,3
10060,8987,3
10062,1309,3
10062,2014,3
10062,2615,3
10062,3556,3
10062,4992,3
10062,8090,3
10062,9251,3
10063,6578,3
10063,8142,3
10063,9234,3
10064,8807,3
10066,5204,3
10066,5464,3
10066,5482,3
10066,5773,3
10066,6630,3
10066,6817,3
10066,7405,3
10068,8600,3
1007,6410,3
10070,9012,3
10071,1085,3
10071,1516,3
10071,1854,3
10071,2203,3
10071,3715,3
10071,3841,3
10071,4146,3
10071,4809,3
10071,6533,3
10071,6760,3
10071,6908,3
10071,6975,3
10071,708,3
10071,7841,3
10071,7889,3
10071,8015,3
10072,8903,3
10073,2232,3
10073,2580,3
10073,3290,3
10073,3931,3
10073,3993,3
10073,4133,3
10073,4362,3
10073,4576,3
10073,5361,3
10073,6068,3
10073,6757,3
10073,7040,3
10073,7719,3
10073,8461,3
10073,9145,3
10073,9960,3
10076,7653,3
10076,8840,3
10077,7411,3
10077,8222,3
10077,8636,3
10078,6432,3
10078,7221,3
10078,7390,3
10078,8986,3
1008,2495,3
1008,3084,3
1008,3141,3
1008,3869,3
1008,4171,3
1008,4288,3
1008,4660,3
1008,4907,3
1008,6351,3
1008,8470,3
1008,9990,3
10080,6131,3
10080,6259,3
10080,7918,3
10080,9472,3
